"","Region","Market","Chart","Name","Unit","Year","Value"
"414","China","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","Verizon Communications, Inc.","million USD (US$)","2020",128292
"415","China","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","Verizon Communications, Inc.","million USD (US$)","2021",NA
"416","China","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","Verizon Communications, Inc.","million USD (US$)","2022",NA
"417","China","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","Verizon Communications, Inc.","million USD (US$)","2023",NA
"418","China","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","Verizon Communications, Inc.","million USD (US$)","2024",NA
"419","China","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","Verizon Communications, Inc.","million USD (US$)","2025",NA
"420","China","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","Verizon Communications, Inc.","million USD (US$)","2026",NA
"421","China","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","Weibo Corp.","million USD (US$)","2017",1153.956
"422","China","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","Weibo Corp.","million USD (US$)","2018",1716.976
"423","China","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","Weibo Corp.","million USD (US$)","2019",1769.956
"424","China","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","Weibo Corp.","million USD (US$)","2020",1692.84
"425","China","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","Weibo Corp.","million USD (US$)","2021",NA
"426","China","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","Weibo Corp.","million USD (US$)","2022",NA
"427","China","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","Weibo Corp.","million USD (US$)","2023",NA
"428","China","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","Weibo Corp.","million USD (US$)","2024",NA
"429","China","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","Weibo Corp.","million USD (US$)","2025",NA
"430","China","Social Media Advertising","Top Company Revenues (Worldwide & Consolidated)","Weibo Corp.","million USD (US$)","2026",NA
"431","China","Social Media Advertising","Reach by social network","Total","million users","2017",690.18
"432","China","Social Media Advertising","Reach by social network","Total","million users","2018",764.987
"433","China","Social Media Advertising","Reach by social network","Total","million users","2019",829.548
"434","China","Social Media Advertising","Reach by social network","Total","million users","2020",933.335
"435","China","Social Media Advertising","Reach by social network","Total","million users","2021",1006.686
"436","China","Social Media Advertising","Reach by social network","Total","million users","2022",1076.405
"437","China","Social Media Advertising","Reach by social network","Total","million users","2023",1138.485
"438","China","Social Media Advertising","Reach by social network","Total","million users","2024",1193.712
"439","China","Social Media Advertising","Reach by social network","Total","million users","2025",1242.828
"440","China","Social Media Advertising","Reach by social network","Total","million users","2026",1286.48
"441","China","Social Media Advertising","Reach by social network","Baidu Tieba","million users","2017",301.914
"442","China","Social Media Advertising","Reach by social network","Baidu Tieba","million users","2018",308.461
"443","China","Social Media Advertising","Reach by social network","Baidu Tieba","million users","2019",308.881
"444","China","Social Media Advertising","Reach by social network","Baidu Tieba","million users","2020",309.411
"445","China","Social Media Advertising","Reach by social network","Baidu Tieba","million users","2021",310.935
"446","China","Social Media Advertising","Reach by social network","Baidu Tieba","million users","2022",312.467
"447","China","Social Media Advertising","Reach by social network","Baidu Tieba","million users","2023",313.962
"448","China","Social Media Advertising","Reach by social network","Baidu Tieba","million users","2024",315.481
"449","China","Social Media Advertising","Reach by social network","Baidu Tieba","million users","2025",316.996
"450","China","Social Media Advertising","Reach by social network","Baidu Tieba","million users","2026",318.506
"451","China","Social Media Advertising","Reach by social network","Facebook","million users","2017",14.381
"452","China","Social Media Advertising","Reach by social network","Facebook","million users","2018",15.712
"453","China","Social Media Advertising","Reach by social network","Facebook","million users","2019",18.011
"454","China","Social Media Advertising","Reach by social network","Facebook","million users","2020",19.067
"455","China","Social Media Advertising","Reach by social network","Facebook","million users","2021",20.138
"456","China","Social Media Advertising","Reach by social network","Facebook","million users","2022",20.996
"457","China","Social Media Advertising","Reach by social network","Facebook","million users","2023",21.823
"458","China","Social Media Advertising","Reach by social network","Facebook","million users","2024",22.643
"459","China","Social Media Advertising","Reach by social network","Facebook","million users","2025",23.462
"460","China","Social Media Advertising","Reach by social network","Facebook","million users","2026",24.284
"461","China","Social Media Advertising","Reach by social network","Instagram","million users","2017",5.126
"462","China","Social Media Advertising","Reach by social network","Instagram","million users","2018",5.918
"463","China","Social Media Advertising","Reach by social network","Instagram","million users","2019",6.532
"464","China","Social Media Advertising","Reach by social network","Instagram","million users","2020",7.386
"465","China","Social Media Advertising","Reach by social network","Instagram","million users","2021",7.957
"466","China","Social Media Advertising","Reach by social network","Instagram","million users","2022",8.513
"467","China","Social Media Advertising","Reach by social network","Instagram","million users","2023",9.014
"468","China","Social Media Advertising","Reach by social network","Instagram","million users","2024",9.474
"469","China","Social Media Advertising","Reach by social network","Instagram","million users","2025",9.905
"470","China","Social Media Advertising","Reach by social network","Instagram","million users","2026",10.376
"471","China","Social Media Advertising","Reach by social network","KakaoTalk","million users","2017",0.194
"472","China","Social Media Advertising","Reach by social network","KakaoTalk","million users","2018",0.188
"473","China","Social Media Advertising","Reach by social network","KakaoTalk","million users","2019",0.18
"474","China","Social Media Advertising","Reach by social network","KakaoTalk","million users","2020",0.186
"475","China","Social Media Advertising","Reach by social network","KakaoTalk","million users","2021",0.188
"476","China","Social Media Advertising","Reach by social network","KakaoTalk","million users","2022",0.189
"477","China","Social Media Advertising","Reach by social network","KakaoTalk","million users","2023",0.19
"478","China","Social Media Advertising","Reach by social network","KakaoTalk","million users","2024",0.191
"479","China","Social Media Advertising","Reach by social network","KakaoTalk","million users","2025",0.192
"480","China","Social Media Advertising","Reach by social network","KakaoTalk","million users","2026",0.194
"481","China","Social Media Advertising","Reach by social network","Kuaishou","million users","2017",136
"482","China","Social Media Advertising","Reach by social network","Kuaishou","million users","2018",240
"483","China","Social Media Advertising","Reach by social network","Kuaishou","million users","2019",330
"484","China","Social Media Advertising","Reach by social network","Kuaishou","million users","2020",476
"485","China","Social Media Advertising","Reach by social network","Kuaishou","million users","2021",542.696
"486","China","Social Media Advertising","Reach by social network","Kuaishou","million users","2022",617.042
"487","China","Social Media Advertising","Reach by social network","Kuaishou","million users","2023",683.59
"488","China","Social Media Advertising","Reach by social network","Kuaishou","million users","2024",745.39
"489","China","Social Media Advertising","Reach by social network","Kuaishou","million users","2025",804.427
"490","China","Social Media Advertising","Reach by social network","Kuaishou","million users","2026",867.591
"491","China","Social Media Advertising","Reach by social network","Line","million users","2017",0.071
"492","China","Social Media Advertising","Reach by social network","Line","million users","2018",0.067
"493","China","Social Media Advertising","Reach by social network","Line","million users","2019",0.066
"494","China","Social Media Advertising","Reach by social network","Line","million users","2020",0.067
"495","China","Social Media Advertising","Reach by social network","Line","million users","2021",0.064
"496","China","Social Media Advertising","Reach by social network","Line","million users","2022",0.063
"497","China","Social Media Advertising","Reach by social network","Line","million users","2023",0.061
"498","China","Social Media Advertising","Reach by social network","Line","million users","2024",0.06
"499","China","Social Media Advertising","Reach by social network","Line","million users","2025",0.059
"500","China","Social Media Advertising","Reach by social network","Line","million users","2026",0.057
"501","China","Social Media Advertising","Reach by social network","LinkedIn","million users","2017",41.986
"502","China","Social Media Advertising","Reach by social network","LinkedIn","million users","2018",47.065
"503","China","Social Media Advertising","Reach by social network","LinkedIn","million users","2019",50.156
"504","China","Social Media Advertising","Reach by social network","LinkedIn","million users","2020",55.264
"505","China","Social Media Advertising","Reach by social network","LinkedIn","million users","2021",58.145
"506","China","Social Media Advertising","Reach by social network","LinkedIn","million users","2022",2.382
"507","China","Social Media Advertising","Reach by social network","LinkedIn","million users","2023",2.426
"508","China","Social Media Advertising","Reach by social network","LinkedIn","million users","2024",2.458
"509","China","Social Media Advertising","Reach by social network","LinkedIn","million users","2025",2.482
"510","China","Social Media Advertising","Reach by social network","LinkedIn","million users","2026",2.518
"511","China","Social Media Advertising","Reach by social network","Pinterest","million users","2017",1.111
"512","China","Social Media Advertising","Reach by social network","Pinterest","million users","2018",1.394
"513","China","Social Media Advertising","Reach by social network","Pinterest","million users","2019",1.695
"514","China","Social Media Advertising","Reach by social network","Pinterest","million users","2020",1.771
"515","China","Social Media Advertising","Reach by social network","Pinterest","million users","2021",1.782
"516","China","Social Media Advertising","Reach by social network","Pinterest","million users","2022",1.783
"517","China","Social Media Advertising","Reach by social network","Pinterest","million users","2023",1.784
"518","China","Social Media Advertising","Reach by social network","Pinterest","million users","2024",1.784
"519","China","Social Media Advertising","Reach by social network","Pinterest","million users","2025",1.784
"520","China","Social Media Advertising","Reach by social network","Pinterest","million users","2026",1.784
"521","China","Social Media Advertising","Reach by social network","Qzone","million users","2017",569.257
"522","China","Social Media Advertising","Reach by social network","Qzone","million users","2018",533.518
"523","China","Social Media Advertising","Reach by social network","Qzone","million users","2019",554.417
"524","China","Social Media Advertising","Reach by social network","Qzone","million users","2020",516.735
"525","China","Social Media Advertising","Reach by social network","Qzone","million users","2021",478.437
"526","China","Social Media Advertising","Reach by social network","Qzone","million users","2022",441.174
"527","China","Social Media Advertising","Reach by social network","Qzone","million users","2023",405.852
"528","China","Social Media Advertising","Reach by social network","Qzone","million users","2024",372.772
"529","China","Social Media Advertising","Reach by social network","Qzone","million users","2025",341.988
"530","China","Social Media Advertising","Reach by social network","Qzone","million users","2026",308.391
"531","China","Social Media Advertising","Reach by social network","Sina Weibo","million users","2017",385.936
"532","China","Social Media Advertising","Reach by social network","Sina Weibo","million users","2018",454.759
"533","China","Social Media Advertising","Reach by social network","Sina Weibo","million users","2019",507.784
"534","China","Social Media Advertising","Reach by social network","Sina Weibo","million users","2020",512.771
"535","China","Social Media Advertising","Reach by social network","Sina Weibo","million users","2021",543.448
"536","China","Social Media Advertising","Reach by social network","Sina Weibo","million users","2022",565.075
"537","China","Social Media Advertising","Reach by social network","Sina Weibo","million users","2023",586.686
"538","China","Social Media Advertising","Reach by social network","Sina Weibo","million users","2024",608.295
"539","China","Social Media Advertising","Reach by social network","Sina Weibo","million users","2025",629.904
"540","China","Social Media Advertising","Reach by social network","Sina Weibo","million users","2026",651.514
"541","China","Social Media Advertising","Reach by social network","Snapchat","million users","2017",0.507
"542","China","Social Media Advertising","Reach by social network","Snapchat","million users","2018",0.493
"543","China","Social Media Advertising","Reach by social network","Snapchat","million users","2019",0.53
"544","China","Social Media Advertising","Reach by social network","Snapchat","million users","2020",0.534
"545","China","Social Media Advertising","Reach by social network","Snapchat","million users","2021",0.529
"546","China","Social Media Advertising","Reach by social network","Snapchat","million users","2022",0.529
"547","China","Social Media Advertising","Reach by social network","Snapchat","million users","2023",0.529
"548","China","Social Media Advertising","Reach by social network","Snapchat","million users","2024",0.529
"549","China","Social Media Advertising","Reach by social network","Snapchat","million users","2025",0.529
"550","China","Social Media Advertising","Reach by social network","Snapchat","million users","2026",0.529
"551","China","Social Media Advertising","Reach by social network","TikTok","million users","2017",40.194
"552","China","Social Media Advertising","Reach by social network","TikTok","million users","2018",151.057
"553","China","Social Media Advertising","Reach by social network","TikTok","million users","2019",321.916
"554","China","Social Media Advertising","Reach by social network","TikTok","million users","2020",602.155
"555","China","Social Media Advertising","Reach by social network","TikTok","million users","2021",666.169
"556","China","Social Media Advertising","Reach by social network","TikTok","million users","2022",732.339
"557","China","Social Media Advertising","Reach by social network","TikTok","million users","2023",798.508
"558","China","Social Media Advertising","Reach by social network","TikTok","million users","2024",864.677
"559","China","Social Media Advertising","Reach by social network","TikTok","million users","2025",930.847
"560","China","Social Media Advertising","Reach by social network","TikTok","million users","2026",997.016
"561","China","Social Media Advertising","Reach by social network","Tumblr","million users","2017",0.233
"562","China","Social Media Advertising","Reach by social network","Tumblr","million users","2018",0.226
"563","China","Social Media Advertising","Reach by social network","Tumblr","million users","2019",0.144
"564","China","Social Media Advertising","Reach by social network","Tumblr","million users","2020",0.091
"565","China","Social Media Advertising","Reach by social network","Tumblr","million users","2021",0.072
"566","China","Social Media Advertising","Reach by social network","Tumblr","million users","2022",0.066
"567","China","Social Media Advertising","Reach by social network","Tumblr","million users","2023",0.065
"568","China","Social Media Advertising","Reach by social network","Tumblr","million users","2024",0.064
"569","China","Social Media Advertising","Reach by social network","Tumblr","million users","2025",0.064
"570","China","Social Media Advertising","Reach by social network","Tumblr","million users","2026",0.064
"571","China","Social Media Advertising","Reach by social network","Twitter","million users","2017",1.559
"572","China","Social Media Advertising","Reach by social network","Twitter","million users","2018",1.473
"573","China","Social Media Advertising","Reach by social network","Twitter","million users","2019",1.552
"574","China","Social Media Advertising","Reach by social network","Twitter","million users","2020",1.562
"575","China","Social Media Advertising","Reach by social network","Twitter","million users","2021",1.547
"576","China","Social Media Advertising","Reach by social network","Twitter","million users","2022",1.552
"577","China","Social Media Advertising","Reach by social network","Twitter","million users","2023",1.556
"578","China","Social Media Advertising","Reach by social network","Twitter","million users","2024",1.56
"579","China","Social Media Advertising","Reach by social network","Twitter","million users","2025",1.565
"580","China","Social Media Advertising","Reach by social network","Twitter","million users","2026",1.569
"581","China","Social Media Advertising","Reach by social network","Vkontakte","million users","2017",0.355
"582","China","Social Media Advertising","Reach by social network","Vkontakte","million users","2018",0.376
"583","China","Social Media Advertising","Reach by social network","Vkontakte","million users","2019",0.408
"584","China","Social Media Advertising","Reach by social network","Vkontakte","million users","2020",0.421
"585","China","Social Media Advertising","Reach by social network","Vkontakte","million users","2021",0.437
"586","China","Social Media Advertising","Reach by social network","Vkontakte","million users","2022",0.448
"587","China","Social Media Advertising","Reach by social network","Vkontakte","million users","2023",0.46
"588","China","Social Media Advertising","Reach by social network","Vkontakte","million users","2024",0.471
"589","China","Social Media Advertising","Reach by social network","Vkontakte","million users","2025",0.483
"590","China","Social Media Advertising","Reach by social network","Vkontakte","million users","2026",0.494
"591","China","Social Media Advertising","Reach by social network","WeChat","million users","2017",682.825
"592","China","Social Media Advertising","Reach by social network","WeChat","million users","2018",780.444
"593","China","Social Media Advertising","Reach by social network","WeChat","million users","2019",853.422
"594","China","Social Media Advertising","Reach by social network","WeChat","million users","2020",901.66
"595","China","Social Media Advertising","Reach by social network","WeChat","million users","2021",951.926
"596","China","Social Media Advertising","Reach by social network","WeChat","million users","2022",990.795
"597","China","Social Media Advertising","Reach by social network","WeChat","million users","2023",1027.951
"598","China","Social Media Advertising","Reach by social network","WeChat","million users","2024",1064.581
"599","China","Social Media Advertising","Reach by social network","WeChat","million users","2025",1101.052
"600","China","Social Media Advertising","Reach by social network","WeChat","million users","2026",1137.852
"601","China","Social Media Advertising","Reach by social network","Xiaohongshu","million users","2017",50
"602","China","Social Media Advertising","Reach by social network","Xiaohongshu","million users","2018",70
"603","China","Social Media Advertising","Reach by social network","Xiaohongshu","million users","2019",120
"604","China","Social Media Advertising","Reach by social network","Xiaohongshu","million users","2020",250
"605","China","Social Media Advertising","Reach by social network","Xiaohongshu","million users","2021",285
"606","China","Social Media Advertising","Reach by social network","Xiaohongshu","million users","2022",350
"607","China","Social Media Advertising","Reach by social network","Xiaohongshu","million users","2023",415
"608","China","Social Media Advertising","Reach by social network","Xiaohongshu","million users","2024",480
"609","China","Social Media Advertising","Reach by social network","Xiaohongshu","million users","2025",545
"610","China","Social Media Advertising","Reach by social network","Xiaohongshu","million users","2026",610
"611","China","Social Media Advertising","Reach by social network","Xing","million users","2017",0.035
"612","China","Social Media Advertising","Reach by social network","Xing","million users","2018",0.04
"613","China","Social Media Advertising","Reach by social network","Xing","million users","2019",0.042
"614","China","Social Media Advertising","Reach by social network","Xing","million users","2020",0.047
"615","China","Social Media Advertising","Reach by social network","Xing","million users","2021",0.05
"616","China","Social Media Advertising","Reach by social network","Xing","million users","2022",0.054
"617","China","Social Media Advertising","Reach by social network","Xing","million users","2023",0.057
"618","China","Social Media Advertising","Reach by social network","Xing","million users","2024",0.061
"619","China","Social Media Advertising","Reach by social network","Xing","million users","2025",0.064
"620","China","Social Media Advertising","Reach by social network","Xing","million users","2026",0.067
"621","China","Digital Advertising","Ad Spending by Segment","Total","million USD (US$)","2017",51194.137
"622","China","Digital Advertising","Ad Spending by Segment","Total","million USD (US$)","2018",67915.744
"623","China","Digital Advertising","Ad Spending by Segment","Total","million USD (US$)","2019",80377.019
"624","China","Digital Advertising","Ad Spending by Segment","Total","million USD (US$)","2020",89281.19
"625","China","Digital Advertising","Ad Spending by Segment","Total","million USD (US$)","2021",103257.779
"626","China","Digital Advertising","Ad Spending by Segment","Total","million USD (US$)","2022",114706.431
"627","China","Digital Advertising","Ad Spending by Segment","Total","million USD (US$)","2023",125465.269
"628","China","Digital Advertising","Ad Spending by Segment","Total","million USD (US$)","2024",136028.616
"629","China","Digital Advertising","Ad Spending by Segment","Total","million USD (US$)","2025",146299.274
"630","China","Digital Advertising","Ad Spending by Segment","Total","million USD (US$)","2026",156198.644
"631","China","Digital Advertising","Ad Spending by Segment","Banner Advertising","million USD (US$)","2017",15852.504
"632","China","Digital Advertising","Ad Spending by Segment","Banner Advertising","million USD (US$)","2018",21860.272
"633","China","Digital Advertising","Ad Spending by Segment","Banner Advertising","million USD (US$)","2019",29159.003
"634","China","Digital Advertising","Ad Spending by Segment","Banner Advertising","million USD (US$)","2020",34717.828
"635","China","Digital Advertising","Ad Spending by Segment","Banner Advertising","million USD (US$)","2021",40696.12
"636","China","Digital Advertising","Ad Spending by Segment","Banner Advertising","million USD (US$)","2022",45211.724
"637","China","Digital Advertising","Ad Spending by Segment","Banner Advertising","million USD (US$)","2023",49444.938
"638","China","Digital Advertising","Ad Spending by Segment","Banner Advertising","million USD (US$)","2024",53360.819
"639","China","Digital Advertising","Ad Spending by Segment","Banner Advertising","million USD (US$)","2025",56894.204
"640","China","Digital Advertising","Ad Spending by Segment","Banner Advertising","million USD (US$)","2026",60077.585
"641","China","Digital Advertising","Ad Spending by Segment","Classifieds","million USD (US$)","2017",4616.662
"642","China","Digital Advertising","Ad Spending by Segment","Classifieds","million USD (US$)","2018",5119.221
"643","China","Digital Advertising","Ad Spending by Segment","Classifieds","million USD (US$)","2019",5392.899
"644","China","Digital Advertising","Ad Spending by Segment","Classifieds","million USD (US$)","2020",5733.728
"645","China","Digital Advertising","Ad Spending by Segment","Classifieds","million USD (US$)","2021",6427.939
"646","China","Digital Advertising","Ad Spending by Segment","Classifieds","million USD (US$)","2022",7077.767
"647","China","Digital Advertising","Ad Spending by Segment","Classifieds","million USD (US$)","2023",7673.133
"648","China","Digital Advertising","Ad Spending by Segment","Classifieds","million USD (US$)","2024",8167.063
"649","China","Digital Advertising","Ad Spending by Segment","Classifieds","million USD (US$)","2025",8550.755
"650","China","Digital Advertising","Ad Spending by Segment","Classifieds","million USD (US$)","2026",8937.846
"651","China","Digital Advertising","Ad Spending by Segment","Search Advertising","million USD (US$)","2017",22445.846
"652","China","Digital Advertising","Ad Spending by Segment","Search Advertising","million USD (US$)","2018",29690.037
"653","China","Digital Advertising","Ad Spending by Segment","Search Advertising","million USD (US$)","2019",32281.025
"654","China","Digital Advertising","Ad Spending by Segment","Search Advertising","million USD (US$)","2020",32874.681
"655","China","Digital Advertising","Ad Spending by Segment","Search Advertising","million USD (US$)","2021",36830.22
"656","China","Digital Advertising","Ad Spending by Segment","Search Advertising","million USD (US$)","2022",39585.107
"657","China","Digital Advertising","Ad Spending by Segment","Search Advertising","million USD (US$)","2023",42116.392
"658","China","Digital Advertising","Ad Spending by Segment","Search Advertising","million USD (US$)","2024",44643.65
"659","China","Digital Advertising","Ad Spending by Segment","Search Advertising","million USD (US$)","2025",47203.232
"660","China","Digital Advertising","Ad Spending by Segment","Search Advertising","million USD (US$)","2026",49956.268
"661","China","Digital Advertising","Ad Spending by Segment","Video Advertising","million USD (US$)","2017",8279.124
"662","China","Digital Advertising","Ad Spending by Segment","Video Advertising","million USD (US$)","2018",11246.215
"663","China","Digital Advertising","Ad Spending by Segment","Video Advertising","million USD (US$)","2019",13544.091
"664","China","Digital Advertising","Ad Spending by Segment","Video Advertising","million USD (US$)","2020",15954.952
"665","China","Digital Advertising","Ad Spending by Segment","Video Advertising","million USD (US$)","2021",19303.499
"666","China","Digital Advertising","Ad Spending by Segment","Video Advertising","million USD (US$)","2022",22831.833
"667","China","Digital Advertising","Ad Spending by Segment","Video Advertising","million USD (US$)","2023",26230.807
"668","China","Digital Advertising","Ad Spending by Segment","Video Advertising","million USD (US$)","2024",29857.084
"669","China","Digital Advertising","Ad Spending by Segment","Video Advertising","million USD (US$)","2025",33651.083
"670","China","Digital Advertising","Ad Spending by Segment","Video Advertising","million USD (US$)","2026",37226.945
"671","China","Digital Advertising","Ad Spending Growth by Segment","Total","percent","2017",NA
"672","China","Digital Advertising","Ad Spending Growth by Segment","Total","percent","2018",32.663
"673","China","Digital Advertising","Ad Spending Growth by Segment","Total","percent","2019",18.348
"674","China","Digital Advertising","Ad Spending Growth by Segment","Total","percent","2020",11.078
"675","China","Digital Advertising","Ad Spending Growth by Segment","Total","percent","2021",15.655
"676","China","Digital Advertising","Ad Spending Growth by Segment","Total","percent","2022",11.087
"677","China","Digital Advertising","Ad Spending Growth by Segment","Total","percent","2023",9.379
"678","China","Digital Advertising","Ad Spending Growth by Segment","Total","percent","2024",8.419
"679","China","Digital Advertising","Ad Spending Growth by Segment","Total","percent","2025",7.55
"680","China","Digital Advertising","Ad Spending Growth by Segment","Total","percent","2026",6.767
"681","China","Digital Advertising","Ad Spending Growth by Segment","Banner Advertising","percent","2017",NA
"682","China","Digital Advertising","Ad Spending Growth by Segment","Banner Advertising","percent","2018",37.898
"683","China","Digital Advertising","Ad Spending Growth by Segment","Banner Advertising","percent","2019",33.388
"684","China","Digital Advertising","Ad Spending Growth by Segment","Banner Advertising","percent","2020",19.064
"685","China","Digital Advertising","Ad Spending Growth by Segment","Banner Advertising","percent","2021",17.22
"686","China","Digital Advertising","Ad Spending Growth by Segment","Banner Advertising","percent","2022",11.096
"687","China","Digital Advertising","Ad Spending Growth by Segment","Banner Advertising","percent","2023",9.363
"688","China","Digital Advertising","Ad Spending Growth by Segment","Banner Advertising","percent","2024",7.92
"689","China","Digital Advertising","Ad Spending Growth by Segment","Banner Advertising","percent","2025",6.622
"690","China","Digital Advertising","Ad Spending Growth by Segment","Banner Advertising","percent","2026",5.595
"691","China","Digital Advertising","Ad Spending Growth by Segment","Classifieds","percent","2017",NA
"692","China","Digital Advertising","Ad Spending Growth by Segment","Classifieds","percent","2018",10.886
"693","China","Digital Advertising","Ad Spending Growth by Segment","Classifieds","percent","2019",5.346
"694","China","Digital Advertising","Ad Spending Growth by Segment","Classifieds","percent","2020",6.32
"695","China","Digital Advertising","Ad Spending Growth by Segment","Classifieds","percent","2021",12.108
"696","China","Digital Advertising","Ad Spending Growth by Segment","Classifieds","percent","2022",10.109
"697","China","Digital Advertising","Ad Spending Growth by Segment","Classifieds","percent","2023",8.412
"698","China","Digital Advertising","Ad Spending Growth by Segment","Classifieds","percent","2024",6.437
"699","China","Digital Advertising","Ad Spending Growth by Segment","Classifieds","percent","2025",4.698
"700","China","Digital Advertising","Ad Spending Growth by Segment","Classifieds","percent","2026",4.527
"701","China","Digital Advertising","Ad Spending Growth by Segment","Search Advertising","percent","2017",NA
"702","China","Digital Advertising","Ad Spending Growth by Segment","Search Advertising","percent","2018",32.274
"703","China","Digital Advertising","Ad Spending Growth by Segment","Search Advertising","percent","2019",8.727
"704","China","Digital Advertising","Ad Spending Growth by Segment","Search Advertising","percent","2020",1.839
"705","China","Digital Advertising","Ad Spending Growth by Segment","Search Advertising","percent","2021",12.032
"706","China","Digital Advertising","Ad Spending Growth by Segment","Search Advertising","percent","2022",7.48
"707","China","Digital Advertising","Ad Spending Growth by Segment","Search Advertising","percent","2023",6.395
"708","China","Digital Advertising","Ad Spending Growth by Segment","Search Advertising","percent","2024",6.001
"709","China","Digital Advertising","Ad Spending Growth by Segment","Search Advertising","percent","2025",5.733
"710","China","Digital Advertising","Ad Spending Growth by Segment","Search Advertising","percent","2026",5.832
"711","China","Digital Advertising","Ad Spending Growth by Segment","Video Advertising","percent","2017",NA
"712","China","Digital Advertising","Ad Spending Growth by Segment","Video Advertising","percent","2018",35.838
"713","China","Digital Advertising","Ad Spending Growth by Segment","Video Advertising","percent","2019",20.432
"714","China","Digital Advertising","Ad Spending Growth by Segment","Video Advertising","percent","2020",17.8
"715","China","Digital Advertising","Ad Spending Growth by Segment","Video Advertising","percent","2021",20.988
"716","China","Digital Advertising","Ad Spending Growth by Segment","Video Advertising","percent","2022",18.278
"717","China","Digital Advertising","Ad Spending Growth by Segment","Video Advertising","percent","2023",14.887
"718","China","Digital Advertising","Ad Spending Growth by Segment","Video Advertising","percent","2024",13.824
"719","China","Digital Advertising","Ad Spending Growth by Segment","Video Advertising","percent","2025",12.707
"720","China","Digital Advertising","Ad Spending Growth by Segment","Video Advertising","percent","2026",10.626
"721","China","Digital Advertising","Ad Spending Share Desktop & Mobile","Digital Advertising Desktop","percent","2017",47.709
"722","China","Digital Advertising","Ad Spending Share Desktop & Mobile","Digital Advertising Desktop","percent","2018",41.57
"723","China","Digital Advertising","Ad Spending Share Desktop & Mobile","Digital Advertising Desktop","percent","2019",36.196
"724","China","Digital Advertising","Ad Spending Share Desktop & Mobile","Digital Advertising Desktop","percent","2020",32.751
"725","China","Digital Advertising","Ad Spending Share Desktop & Mobile","Digital Advertising Desktop","percent","2021",30.055
"726","China","Digital Advertising","Ad Spending Share Desktop & Mobile","Digital Advertising Desktop","percent","2022",27.692
"727","China","Digital Advertising","Ad Spending Share Desktop & Mobile","Digital Advertising Desktop","percent","2023",25.351
"728","China","Digital Advertising","Ad Spending Share Desktop & Mobile","Digital Advertising Desktop","percent","2024",23.336
"729","China","Digital Advertising","Ad Spending Share Desktop & Mobile","Digital Advertising Desktop","percent","2025",21.259
"730","China","Digital Advertising","Ad Spending Share Desktop & Mobile","Digital Advertising Desktop","percent","2026",19.797
"731","China","Digital Advertising","Ad Spending Share Desktop & Mobile","Digital Advertising Mobile","percent","2017",52.291
"732","China","Digital Advertising","Ad Spending Share Desktop & Mobile","Digital Advertising Mobile","percent","2018",58.43
"733","China","Digital Advertising","Ad Spending Share Desktop & Mobile","Digital Advertising Mobile","percent","2019",63.804
"734","China","Digital Advertising","Ad Spending Share Desktop & Mobile","Digital Advertising Mobile","percent","2020",67.249
"735","China","Digital Advertising","Ad Spending Share Desktop & Mobile","Digital Advertising Mobile","percent","2021",69.945
"736","China","Digital Advertising","Ad Spending Share Desktop & Mobile","Digital Advertising Mobile","percent","2022",72.308
"737","China","Digital Advertising","Ad Spending Share Desktop & Mobile","Digital Advertising Mobile","percent","2023",74.649
"738","China","Digital Advertising","Ad Spending Share Desktop & Mobile","Digital Advertising Mobile","percent","2024",76.664
"739","China","Digital Advertising","Ad Spending Share Desktop & Mobile","Digital Advertising Mobile","percent","2025",78.741
"740","China","Digital Advertising","Ad Spending Share Desktop & Mobile","Digital Advertising Mobile","percent","2026",80.203
"741","China","Digital Advertising","Ad Spending Growth Desktop & Mobile","Digital Advertising Desktop","percent","2017",NA
"742","China","Digital Advertising","Ad Spending Growth Desktop & Mobile","Digital Advertising Desktop","percent","2018",-12.867
"743","China","Digital Advertising","Ad Spending Growth Desktop & Mobile","Digital Advertising Desktop","percent","2019",-12.927
"744","China","Digital Advertising","Ad Spending Growth Desktop & Mobile","Digital Advertising Desktop","percent","2020",-9.518
"745","China","Digital Advertising","Ad Spending Growth Desktop & Mobile","Digital Advertising Desktop","percent","2021",-8.232
"746","China","Digital Advertising","Ad Spending Growth Desktop & Mobile","Digital Advertising Desktop","percent","2022",-7.863
"747","China","Digital Advertising","Ad Spending Growth Desktop & Mobile","Digital Advertising Desktop","percent","2023",-8.453
