"","Region","Market","Chart","Name","Unit","Year","Value"
"414","United Kingdom","Social Media Advertising","Reach by social network","Sina Weibo","million users","2020",0.63
"415","United Kingdom","Social Media Advertising","Reach by social network","Sina Weibo","million users","2021",0.609
"416","United Kingdom","Social Media Advertising","Reach by social network","Sina Weibo","million users","2022",0.609
"417","United Kingdom","Social Media Advertising","Reach by social network","Sina Weibo","million users","2023",0.609
"418","United Kingdom","Social Media Advertising","Reach by social network","Sina Weibo","million users","2024",0.609
"419","United Kingdom","Social Media Advertising","Reach by social network","Sina Weibo","million users","2025",0.609
"420","United Kingdom","Social Media Advertising","Reach by social network","Sina Weibo","million users","2026",0.609
"421","United Kingdom","Social Media Advertising","Reach by social network","Snapchat","million users","2017",9.728
"422","United Kingdom","Social Media Advertising","Reach by social network","Snapchat","million users","2018",12.593
"423","United Kingdom","Social Media Advertising","Reach by social network","Snapchat","million users","2019",16.301
"424","United Kingdom","Social Media Advertising","Reach by social network","Snapchat","million users","2020",21.1
"425","United Kingdom","Social Media Advertising","Reach by social network","Snapchat","million users","2021",23.059
"426","United Kingdom","Social Media Advertising","Reach by social network","Snapchat","million users","2022",25.021
"427","United Kingdom","Social Media Advertising","Reach by social network","Snapchat","million users","2023",26.403
"428","United Kingdom","Social Media Advertising","Reach by social network","Snapchat","million users","2024",27.348
"429","United Kingdom","Social Media Advertising","Reach by social network","Snapchat","million users","2025",27.983
"430","United Kingdom","Social Media Advertising","Reach by social network","Snapchat","million users","2026",29.046
"431","United Kingdom","Social Media Advertising","Reach by social network","TikTok","million users","2017",1.201
"432","United Kingdom","Social Media Advertising","Reach by social network","TikTok","million users","2018",3.54
"433","United Kingdom","Social Media Advertising","Reach by social network","TikTok","million users","2019",5.88
"434","United Kingdom","Social Media Advertising","Reach by social network","TikTok","million users","2020",9.72
"435","United Kingdom","Social Media Advertising","Reach by social network","TikTok","million users","2021",10.829
"436","United Kingdom","Social Media Advertising","Reach by social network","TikTok","million users","2022",12.416
"437","United Kingdom","Social Media Advertising","Reach by social network","TikTok","million users","2023",13.891
"438","United Kingdom","Social Media Advertising","Reach by social network","TikTok","million users","2024",15.319
"439","United Kingdom","Social Media Advertising","Reach by social network","TikTok","million users","2025",16.727
"440","United Kingdom","Social Media Advertising","Reach by social network","TikTok","million users","2026",18.17
"441","United Kingdom","Social Media Advertising","Reach by social network","Tumblr","million users","2017",3.994
"442","United Kingdom","Social Media Advertising","Reach by social network","Tumblr","million users","2018",3.926
"443","United Kingdom","Social Media Advertising","Reach by social network","Tumblr","million users","2019",2.518
"444","United Kingdom","Social Media Advertising","Reach by social network","Tumblr","million users","2020",1.604
"445","United Kingdom","Social Media Advertising","Reach by social network","Tumblr","million users","2021",1.269
"446","United Kingdom","Social Media Advertising","Reach by social network","Tumblr","million users","2022",1.172
"447","United Kingdom","Social Media Advertising","Reach by social network","Tumblr","million users","2023",1.146
"448","United Kingdom","Social Media Advertising","Reach by social network","Tumblr","million users","2024",1.139
"449","United Kingdom","Social Media Advertising","Reach by social network","Tumblr","million users","2025",1.137
"450","United Kingdom","Social Media Advertising","Reach by social network","Tumblr","million users","2026",1.123
"451","United Kingdom","Social Media Advertising","Reach by social network","Twitter","million users","2017",14.76
"452","United Kingdom","Social Media Advertising","Reach by social network","Twitter","million users","2018",15.39
"453","United Kingdom","Social Media Advertising","Reach by social network","Twitter","million users","2019",16.434
"454","United Kingdom","Social Media Advertising","Reach by social network","Twitter","million users","2020",17.478
"455","United Kingdom","Social Media Advertising","Reach by social network","Twitter","million users","2021",17.92
"456","United Kingdom","Social Media Advertising","Reach by social network","Twitter","million users","2022",18.501
"457","United Kingdom","Social Media Advertising","Reach by social network","Twitter","million users","2023",19.025
"458","United Kingdom","Social Media Advertising","Reach by social network","Twitter","million users","2024",19.518
"459","United Kingdom","Social Media Advertising","Reach by social network","Twitter","million users","2025",19.994
"460","United Kingdom","Social Media Advertising","Reach by social network","Twitter","million users","2026",20.496
"461","United Kingdom","Social Media Advertising","Reach by social network","Vkontakte","million users","2017",0.118
"462","United Kingdom","Social Media Advertising","Reach by social network","Vkontakte","million users","2018",0.118
"463","United Kingdom","Social Media Advertising","Reach by social network","Vkontakte","million users","2019",0.124
"464","United Kingdom","Social Media Advertising","Reach by social network","Vkontakte","million users","2020",0.126
"465","United Kingdom","Social Media Advertising","Reach by social network","Vkontakte","million users","2021",0.127
"466","United Kingdom","Social Media Advertising","Reach by social network","Vkontakte","million users","2022",0.129
"467","United Kingdom","Social Media Advertising","Reach by social network","Vkontakte","million users","2023",0.13
"468","United Kingdom","Social Media Advertising","Reach by social network","Vkontakte","million users","2024",0.132
"469","United Kingdom","Social Media Advertising","Reach by social network","Vkontakte","million users","2025",0.134
"470","United Kingdom","Social Media Advertising","Reach by social network","Vkontakte","million users","2026",0.135
"471","United Kingdom","Social Media Advertising","Reach by social network","WeChat","million users","2017",2.934
"472","United Kingdom","Social Media Advertising","Reach by social network","WeChat","million users","2018",4.199
"473","United Kingdom","Social Media Advertising","Reach by social network","WeChat","million users","2019",5.5
"474","United Kingdom","Social Media Advertising","Reach by social network","WeChat","million users","2020",4.407
"475","United Kingdom","Social Media Advertising","Reach by social network","WeChat","million users","2021",4.52
"476","United Kingdom","Social Media Advertising","Reach by social network","WeChat","million users","2022",4.634
"477","United Kingdom","Social Media Advertising","Reach by social network","WeChat","million users","2023",4.747
"478","United Kingdom","Social Media Advertising","Reach by social network","WeChat","million users","2024",4.86
"479","United Kingdom","Social Media Advertising","Reach by social network","WeChat","million users","2025",4.974
"480","United Kingdom","Social Media Advertising","Reach by social network","WeChat","million users","2026",5.087
"481","United Kingdom","Social Media Advertising","Reach by social network","Xing","million users","2017",0.114
"482","United Kingdom","Social Media Advertising","Reach by social network","Xing","million users","2018",0.123
"483","United Kingdom","Social Media Advertising","Reach by social network","Xing","million users","2019",0.128
"484","United Kingdom","Social Media Advertising","Reach by social network","Xing","million users","2020",0.14
"485","United Kingdom","Social Media Advertising","Reach by social network","Xing","million users","2021",0.149
"486","United Kingdom","Social Media Advertising","Reach by social network","Xing","million users","2022",0.157
"487","United Kingdom","Social Media Advertising","Reach by social network","Xing","million users","2023",0.165
"488","United Kingdom","Social Media Advertising","Reach by social network","Xing","million users","2024",0.173
"489","United Kingdom","Social Media Advertising","Reach by social network","Xing","million users","2025",0.18
"490","United Kingdom","Social Media Advertising","Reach by social network","Xing","million users","2026",0.188
"491","United Kingdom","Banner Advertising","Ad Spending","Total","million USD (US$)","2017",4673.836
"492","United Kingdom","Banner Advertising","Ad Spending","Total","million USD (US$)","2018",5793.646
"493","United Kingdom","Banner Advertising","Ad Spending","Total","million USD (US$)","2019",6450.634
"494","United Kingdom","Banner Advertising","Ad Spending","Total","million USD (US$)","2020",7391.38
"495","United Kingdom","Banner Advertising","Ad Spending","Total","million USD (US$)","2021",8784.245
"496","United Kingdom","Banner Advertising","Ad Spending","Total","million USD (US$)","2022",9540.152
"497","United Kingdom","Banner Advertising","Ad Spending","Total","million USD (US$)","2023",10022.296
"498","United Kingdom","Banner Advertising","Ad Spending","Total","million USD (US$)","2024",10443.622
"499","United Kingdom","Banner Advertising","Ad Spending","Total","million USD (US$)","2025",10812.961
"500","United Kingdom","Banner Advertising","Ad Spending","Total","million USD (US$)","2026",11240.16
"501","United Kingdom","Banner Advertising","Ad Spending","Banner Advertising Desktop","million USD (US$)","2017",2398.761
"502","United Kingdom","Banner Advertising","Ad Spending","Banner Advertising Desktop","million USD (US$)","2018",2766.718
"503","United Kingdom","Banner Advertising","Ad Spending","Banner Advertising Desktop","million USD (US$)","2019",2906.21
"504","United Kingdom","Banner Advertising","Ad Spending","Banner Advertising Desktop","million USD (US$)","2020",3170.856
"505","United Kingdom","Banner Advertising","Ad Spending","Banner Advertising Desktop","million USD (US$)","2021",3629.858
"506","United Kingdom","Banner Advertising","Ad Spending","Banner Advertising Desktop","million USD (US$)","2022",3828.903
"507","United Kingdom","Banner Advertising","Ad Spending","Banner Advertising Desktop","million USD (US$)","2023",3912.662
"508","United Kingdom","Banner Advertising","Ad Spending","Banner Advertising Desktop","million USD (US$)","2024",3968.906
"509","United Kingdom","Banner Advertising","Ad Spending","Banner Advertising Desktop","million USD (US$)","2025",3997.442
"510","United Kingdom","Banner Advertising","Ad Spending","Banner Advertising Desktop","million USD (US$)","2026",4037.692
"511","United Kingdom","Banner Advertising","Ad Spending","Banner Advertising Mobile","million USD (US$)","2017",2275.075
"512","United Kingdom","Banner Advertising","Ad Spending","Banner Advertising Mobile","million USD (US$)","2018",3026.928
"513","United Kingdom","Banner Advertising","Ad Spending","Banner Advertising Mobile","million USD (US$)","2019",3544.423
"514","United Kingdom","Banner Advertising","Ad Spending","Banner Advertising Mobile","million USD (US$)","2020",4220.524
"515","United Kingdom","Banner Advertising","Ad Spending","Banner Advertising Mobile","million USD (US$)","2021",5154.387
"516","United Kingdom","Banner Advertising","Ad Spending","Banner Advertising Mobile","million USD (US$)","2022",5711.249
"517","United Kingdom","Banner Advertising","Ad Spending","Banner Advertising Mobile","million USD (US$)","2023",6109.635
"518","United Kingdom","Banner Advertising","Ad Spending","Banner Advertising Mobile","million USD (US$)","2024",6474.716
"519","United Kingdom","Banner Advertising","Ad Spending","Banner Advertising Mobile","million USD (US$)","2025",6815.519
"520","United Kingdom","Banner Advertising","Ad Spending","Banner Advertising Mobile","million USD (US$)","2026",7202.469
"521","United Kingdom","Banner Advertising","Ad Spending Growth","Total","percent","2017",NA
"522","United Kingdom","Banner Advertising","Ad Spending Growth","Total","percent","2018",23.959
"523","United Kingdom","Banner Advertising","Ad Spending Growth","Total","percent","2019",11.34
"524","United Kingdom","Banner Advertising","Ad Spending Growth","Total","percent","2020",14.584
"525","United Kingdom","Banner Advertising","Ad Spending Growth","Total","percent","2021",18.844
"526","United Kingdom","Banner Advertising","Ad Spending Growth","Total","percent","2022",8.605
"527","United Kingdom","Banner Advertising","Ad Spending Growth","Total","percent","2023",5.054
"528","United Kingdom","Banner Advertising","Ad Spending Growth","Total","percent","2024",4.204
"529","United Kingdom","Banner Advertising","Ad Spending Growth","Total","percent","2025",3.537
"530","United Kingdom","Banner Advertising","Ad Spending Growth","Total","percent","2026",3.951
"531","United Kingdom","Banner Advertising","Ad Spending Growth","Banner Advertising Desktop","percent","2017",NA
"532","United Kingdom","Banner Advertising","Ad Spending Growth","Banner Advertising Desktop","percent","2018",15.339
"533","United Kingdom","Banner Advertising","Ad Spending Growth","Banner Advertising Desktop","percent","2019",5.042
"534","United Kingdom","Banner Advertising","Ad Spending Growth","Banner Advertising Desktop","percent","2020",9.106
"535","United Kingdom","Banner Advertising","Ad Spending Growth","Banner Advertising Desktop","percent","2021",14.476
"536","United Kingdom","Banner Advertising","Ad Spending Growth","Banner Advertising Desktop","percent","2022",5.484
"537","United Kingdom","Banner Advertising","Ad Spending Growth","Banner Advertising Desktop","percent","2023",2.188
"538","United Kingdom","Banner Advertising","Ad Spending Growth","Banner Advertising Desktop","percent","2024",1.437
"539","United Kingdom","Banner Advertising","Ad Spending Growth","Banner Advertising Desktop","percent","2025",0.719
"540","United Kingdom","Banner Advertising","Ad Spending Growth","Banner Advertising Desktop","percent","2026",1.007
"541","United Kingdom","Banner Advertising","Ad Spending Growth","Banner Advertising Mobile","percent","2017",NA
"542","United Kingdom","Banner Advertising","Ad Spending Growth","Banner Advertising Mobile","percent","2018",33.047
"543","United Kingdom","Banner Advertising","Ad Spending Growth","Banner Advertising Mobile","percent","2019",17.096
"544","United Kingdom","Banner Advertising","Ad Spending Growth","Banner Advertising Mobile","percent","2020",19.075
"545","United Kingdom","Banner Advertising","Ad Spending Growth","Banner Advertising Mobile","percent","2021",22.127
"546","United Kingdom","Banner Advertising","Ad Spending Growth","Banner Advertising Mobile","percent","2022",10.804
"547","United Kingdom","Banner Advertising","Ad Spending Growth","Banner Advertising Mobile","percent","2023",6.975
"548","United Kingdom","Banner Advertising","Ad Spending Growth","Banner Advertising Mobile","percent","2024",5.976
"549","United Kingdom","Banner Advertising","Ad Spending Growth","Banner Advertising Mobile","percent","2025",5.264
"550","United Kingdom","Banner Advertising","Ad Spending Growth","Banner Advertising Mobile","percent","2026",5.677
"551","United Kingdom","Banner Advertising","Average Ad Spending per Internet User","Total","USD (US$)","2017",79.658
"552","United Kingdom","Banner Advertising","Average Ad Spending per Internet User","Total","USD (US$)","2018",96.582
"553","United Kingdom","Banner Advertising","Average Ad Spending per Internet User","Total","USD (US$)","2019",105.548
"554","United Kingdom","Banner Advertising","Average Ad Spending per Internet User","Total","USD (US$)","2020",119.083
"555","United Kingdom","Banner Advertising","Average Ad Spending per Internet User","Total","USD (US$)","2021",139.734
"556","United Kingdom","Banner Advertising","Average Ad Spending per Internet User","Total","USD (US$)","2022",150.182
"557","United Kingdom","Banner Advertising","Average Ad Spending per Internet User","Total","USD (US$)","2023",156.414
"558","United Kingdom","Banner Advertising","Average Ad Spending per Internet User","Total","USD (US$)","2024",161.802
"559","United Kingdom","Banner Advertising","Average Ad Spending per Internet User","Total","USD (US$)","2025",166.462
"560","United Kingdom","Banner Advertising","Average Ad Spending per Internet User","Total","USD (US$)","2026",172.063
"561","United Kingdom","Banner Advertising","Average Ad Spending per Internet User","Banner Advertising Desktop","USD (US$)","2017",40.883
"562","United Kingdom","Banner Advertising","Average Ad Spending per Internet User","Banner Advertising Desktop","USD (US$)","2018",46.122
"563","United Kingdom","Banner Advertising","Average Ad Spending per Internet User","Banner Advertising Desktop","USD (US$)","2019",47.553
"564","United Kingdom","Banner Advertising","Average Ad Spending per Internet User","Banner Advertising Desktop","USD (US$)","2020",51.086
"565","United Kingdom","Banner Advertising","Average Ad Spending per Internet User","Banner Advertising Desktop","USD (US$)","2021",57.741
"566","United Kingdom","Banner Advertising","Average Ad Spending per Internet User","Banner Advertising Desktop","USD (US$)","2022",60.275
"567","United Kingdom","Banner Advertising","Average Ad Spending per Internet User","Banner Advertising Desktop","USD (US$)","2023",61.063
"568","United Kingdom","Banner Advertising","Average Ad Spending per Internet User","Banner Advertising Desktop","USD (US$)","2024",61.49
"569","United Kingdom","Banner Advertising","Average Ad Spending per Internet User","Banner Advertising Desktop","USD (US$)","2025",61.539
"570","United Kingdom","Banner Advertising","Average Ad Spending per Internet User","Banner Advertising Desktop","USD (US$)","2026",61.809
"571","United Kingdom","Banner Advertising","Average Ad Spending per Internet User","Banner Advertising Mobile","USD (US$)","2017",38.775
"572","United Kingdom","Banner Advertising","Average Ad Spending per Internet User","Banner Advertising Mobile","USD (US$)","2018",50.46
"573","United Kingdom","Banner Advertising","Average Ad Spending per Internet User","Banner Advertising Mobile","USD (US$)","2019",57.995
"574","United Kingdom","Banner Advertising","Average Ad Spending per Internet User","Banner Advertising Mobile","USD (US$)","2020",67.997
"575","United Kingdom","Banner Advertising","Average Ad Spending per Internet User","Banner Advertising Mobile","USD (US$)","2021",81.993
"576","United Kingdom","Banner Advertising","Average Ad Spending per Internet User","Banner Advertising Mobile","USD (US$)","2022",89.907
"577","United Kingdom","Banner Advertising","Average Ad Spending per Internet User","Banner Advertising Mobile","USD (US$)","2023",95.351
"578","United Kingdom","Banner Advertising","Average Ad Spending per Internet User","Banner Advertising Mobile","USD (US$)","2024",100.312
"579","United Kingdom","Banner Advertising","Average Ad Spending per Internet User","Banner Advertising Mobile","USD (US$)","2025",104.923
"580","United Kingdom","Banner Advertising","Average Ad Spending per Internet User","Banner Advertising Mobile","USD (US$)","2026",110.255
"581","United Kingdom","Digital Advertising","Ad Spending by Segment","Total","million USD (US$)","2017",16742.839
"582","United Kingdom","Digital Advertising","Ad Spending by Segment","Total","million USD (US$)","2018",19765.434
"583","United Kingdom","Digital Advertising","Ad Spending by Segment","Total","million USD (US$)","2019",21153.169
"584","United Kingdom","Digital Advertising","Ad Spending by Segment","Total","million USD (US$)","2020",22346.58
"585","United Kingdom","Digital Advertising","Ad Spending by Segment","Total","million USD (US$)","2021",27215.065
"586","United Kingdom","Digital Advertising","Ad Spending by Segment","Total","million USD (US$)","2022",30213.714
"587","United Kingdom","Digital Advertising","Ad Spending by Segment","Total","million USD (US$)","2023",32308.51
"588","United Kingdom","Digital Advertising","Ad Spending by Segment","Total","million USD (US$)","2024",34337.17
"589","United Kingdom","Digital Advertising","Ad Spending by Segment","Total","million USD (US$)","2025",36413.809
"590","United Kingdom","Digital Advertising","Ad Spending by Segment","Total","million USD (US$)","2026",38649.787
"591","United Kingdom","Digital Advertising","Ad Spending by Segment","Banner Advertising","million USD (US$)","2017",4673.836
"592","United Kingdom","Digital Advertising","Ad Spending by Segment","Banner Advertising","million USD (US$)","2018",5793.646
"593","United Kingdom","Digital Advertising","Ad Spending by Segment","Banner Advertising","million USD (US$)","2019",6450.634
"594","United Kingdom","Digital Advertising","Ad Spending by Segment","Banner Advertising","million USD (US$)","2020",7391.38
"595","United Kingdom","Digital Advertising","Ad Spending by Segment","Banner Advertising","million USD (US$)","2021",8784.245
"596","United Kingdom","Digital Advertising","Ad Spending by Segment","Banner Advertising","million USD (US$)","2022",9540.152
"597","United Kingdom","Digital Advertising","Ad Spending by Segment","Banner Advertising","million USD (US$)","2023",10022.296
"598","United Kingdom","Digital Advertising","Ad Spending by Segment","Banner Advertising","million USD (US$)","2024",10443.622
"599","United Kingdom","Digital Advertising","Ad Spending by Segment","Banner Advertising","million USD (US$)","2025",10812.961
"600","United Kingdom","Digital Advertising","Ad Spending by Segment","Banner Advertising","million USD (US$)","2026",11240.16
"601","United Kingdom","Digital Advertising","Ad Spending by Segment","Classifieds","million USD (US$)","2017",1675.222
"602","United Kingdom","Digital Advertising","Ad Spending by Segment","Classifieds","million USD (US$)","2018",1803.766
"603","United Kingdom","Digital Advertising","Ad Spending by Segment","Classifieds","million USD (US$)","2019",1788.108
"604","United Kingdom","Digital Advertising","Ad Spending by Segment","Classifieds","million USD (US$)","2020",1701.194
"605","United Kingdom","Digital Advertising","Ad Spending by Segment","Classifieds","million USD (US$)","2021",1950.615
"606","United Kingdom","Digital Advertising","Ad Spending by Segment","Classifieds","million USD (US$)","2022",2074.212
"607","United Kingdom","Digital Advertising","Ad Spending by Segment","Classifieds","million USD (US$)","2023",2128.675
"608","United Kingdom","Digital Advertising","Ad Spending by Segment","Classifieds","million USD (US$)","2024",2164.898
"609","United Kingdom","Digital Advertising","Ad Spending by Segment","Classifieds","million USD (US$)","2025",2200.673
"610","United Kingdom","Digital Advertising","Ad Spending by Segment","Classifieds","million USD (US$)","2026",2240.11
"611","United Kingdom","Digital Advertising","Ad Spending by Segment","Search Advertising","million USD (US$)","2017",8006
"612","United Kingdom","Digital Advertising","Ad Spending by Segment","Search Advertising","million USD (US$)","2018",9153.758
"613","United Kingdom","Digital Advertising","Ad Spending by Segment","Search Advertising","million USD (US$)","2019",9514.696
"614","United Kingdom","Digital Advertising","Ad Spending by Segment","Search Advertising","million USD (US$)","2020",9549.483
"615","United Kingdom","Digital Advertising","Ad Spending by Segment","Search Advertising","million USD (US$)","2021",11698.141
"616","United Kingdom","Digital Advertising","Ad Spending by Segment","Search Advertising","million USD (US$)","2022",13091.908
"617","United Kingdom","Digital Advertising","Ad Spending by Segment","Search Advertising","million USD (US$)","2023",14108.339
"618","United Kingdom","Digital Advertising","Ad Spending by Segment","Search Advertising","million USD (US$)","2024",15167.873
"619","United Kingdom","Digital Advertising","Ad Spending by Segment","Search Advertising","million USD (US$)","2025",16285.712
"620","United Kingdom","Digital Advertising","Ad Spending by Segment","Search Advertising","million USD (US$)","2026",17429.251
"621","United Kingdom","Digital Advertising","Ad Spending by Segment","Video Advertising","million USD (US$)","2017",2387.781
"622","United Kingdom","Digital Advertising","Ad Spending by Segment","Video Advertising","million USD (US$)","2018",3014.264
"623","United Kingdom","Digital Advertising","Ad Spending by Segment","Video Advertising","million USD (US$)","2019",3399.731
"624","United Kingdom","Digital Advertising","Ad Spending by Segment","Video Advertising","million USD (US$)","2020",3704.523
"625","United Kingdom","Digital Advertising","Ad Spending by Segment","Video Advertising","million USD (US$)","2021",4782.064
"626","United Kingdom","Digital Advertising","Ad Spending by Segment","Video Advertising","million USD (US$)","2022",5507.442
"627","United Kingdom","Digital Advertising","Ad Spending by Segment","Video Advertising","million USD (US$)","2023",6049.199
"628","United Kingdom","Digital Advertising","Ad Spending by Segment","Video Advertising","million USD (US$)","2024",6560.777
"629","United Kingdom","Digital Advertising","Ad Spending by Segment","Video Advertising","million USD (US$)","2025",7114.464
"630","United Kingdom","Digital Advertising","Ad Spending by Segment","Video Advertising","million USD (US$)","2026",7740.266
"631","United Kingdom","Digital Advertising","Ad Spending Growth by Segment","Total","percent","2017",NA
"632","United Kingdom","Digital Advertising","Ad Spending Growth by Segment","Total","percent","2018",18.053
"633","United Kingdom","Digital Advertising","Ad Spending Growth by Segment","Total","percent","2019",7.021
"634","United Kingdom","Digital Advertising","Ad Spending Growth by Segment","Total","percent","2020",5.642
"635","United Kingdom","Digital Advertising","Ad Spending Growth by Segment","Total","percent","2021",21.786
"636","United Kingdom","Digital Advertising","Ad Spending Growth by Segment","Total","percent","2022",11.018
"637","United Kingdom","Digital Advertising","Ad Spending Growth by Segment","Total","percent","2023",6.933
"638","United Kingdom","Digital Advertising","Ad Spending Growth by Segment","Total","percent","2024",6.279
"639","United Kingdom","Digital Advertising","Ad Spending Growth by Segment","Total","percent","2025",6.048
"640","United Kingdom","Digital Advertising","Ad Spending Growth by Segment","Total","percent","2026",6.14
"641","United Kingdom","Digital Advertising","Ad Spending Growth by Segment","Banner Advertising","percent","2017",NA
"642","United Kingdom","Digital Advertising","Ad Spending Growth by Segment","Banner Advertising","percent","2018",23.959
"643","United Kingdom","Digital Advertising","Ad Spending Growth by Segment","Banner Advertising","percent","2019",11.34
"644","United Kingdom","Digital Advertising","Ad Spending Growth by Segment","Banner Advertising","percent","2020",14.584
"645","United Kingdom","Digital Advertising","Ad Spending Growth by Segment","Banner Advertising","percent","2021",18.844
"646","United Kingdom","Digital Advertising","Ad Spending Growth by Segment","Banner Advertising","percent","2022",8.605
"647","United Kingdom","Digital Advertising","Ad Spending Growth by Segment","Banner Advertising","percent","2023",5.054
"648","United Kingdom","Digital Advertising","Ad Spending Growth by Segment","Banner Advertising","percent","2024",4.204
"649","United Kingdom","Digital Advertising","Ad Spending Growth by Segment","Banner Advertising","percent","2025",3.537
"650","United Kingdom","Digital Advertising","Ad Spending Growth by Segment","Banner Advertising","percent","2026",3.951
"651","United Kingdom","Digital Advertising","Ad Spending Growth by Segment","Classifieds","percent","2017",NA
"652","United Kingdom","Digital Advertising","Ad Spending Growth by Segment","Classifieds","percent","2018",7.673
"653","United Kingdom","Digital Advertising","Ad Spending Growth by Segment","Classifieds","percent","2019",-0.868
"654","United Kingdom","Digital Advertising","Ad Spending Growth by Segment","Classifieds","percent","2020",-4.861
"655","United Kingdom","Digital Advertising","Ad Spending Growth by Segment","Classifieds","percent","2021",14.661
"656","United Kingdom","Digital Advertising","Ad Spending Growth by Segment","Classifieds","percent","2022",6.336
"657","United Kingdom","Digital Advertising","Ad Spending Growth by Segment","Classifieds","percent","2023",2.626
"658","United Kingdom","Digital Advertising","Ad Spending Growth by Segment","Classifieds","percent","2024",1.702
"659","United Kingdom","Digital Advertising","Ad Spending Growth by Segment","Classifieds","percent","2025",1.652
"660","United Kingdom","Digital Advertising","Ad Spending Growth by Segment","Classifieds","percent","2026",1.792
"661","United Kingdom","Digital Advertising","Ad Spending Growth by Segment","Search Advertising","percent","2017",NA
"662","United Kingdom","Digital Advertising","Ad Spending Growth by Segment","Search Advertising","percent","2018",14.336
"663","United Kingdom","Digital Advertising","Ad Spending Growth by Segment","Search Advertising","percent","2019",3.943
"664","United Kingdom","Digital Advertising","Ad Spending Growth by Segment","Search Advertising","percent","2020",0.366
"665","United Kingdom","Digital Advertising","Ad Spending Growth by Segment","Search Advertising","percent","2021",22.5
"666","United Kingdom","Digital Advertising","Ad Spending Growth by Segment","Search Advertising","percent","2022",11.914
"667","United Kingdom","Digital Advertising","Ad Spending Growth by Segment","Search Advertising","percent","2023",7.764
"668","United Kingdom","Digital Advertising","Ad Spending Growth by Segment","Search Advertising","percent","2024",7.51
"669","United Kingdom","Digital Advertising","Ad Spending Growth by Segment","Search Advertising","percent","2025",7.37
"670","United Kingdom","Digital Advertising","Ad Spending Growth by Segment","Search Advertising","percent","2026",7.022
"671","United Kingdom","Digital Advertising","Ad Spending Growth by Segment","Video Advertising","percent","2017",NA
"672","United Kingdom","Digital Advertising","Ad Spending Growth by Segment","Video Advertising","percent","2018",26.237
"673","United Kingdom","Digital Advertising","Ad Spending Growth by Segment","Video Advertising","percent","2019",12.788
"674","United Kingdom","Digital Advertising","Ad Spending Growth by Segment","Video Advertising","percent","2020",8.965
"675","United Kingdom","Digital Advertising","Ad Spending Growth by Segment","Video Advertising","percent","2021",29.087
"676","United Kingdom","Digital Advertising","Ad Spending Growth by Segment","Video Advertising","percent","2022",15.169
"677","United Kingdom","Digital Advertising","Ad Spending Growth by Segment","Video Advertising","percent","2023",9.837
"678","United Kingdom","Digital Advertising","Ad Spending Growth by Segment","Video Advertising","percent","2024",8.457
"679","United Kingdom","Digital Advertising","Ad Spending Growth by Segment","Video Advertising","percent","2025",8.439
"680","United Kingdom","Digital Advertising","Ad Spending Growth by Segment","Video Advertising","percent","2026",8.796
"681","United Kingdom","Digital Advertising","Ad Spending Share Desktop & Mobile","Digital Advertising Desktop","percent","2017",62.86
"682","United Kingdom","Digital Advertising","Ad Spending Share Desktop & Mobile","Digital Advertising Desktop","percent","2018",59.23
"683","United Kingdom","Digital Advertising","Ad Spending Share Desktop & Mobile","Digital Advertising Desktop","percent","2019",56.348
"684","United Kingdom","Digital Advertising","Ad Spending Share Desktop & Mobile","Digital Advertising Desktop","percent","2020",53.697
"685","United Kingdom","Digital Advertising","Ad Spending Share Desktop & Mobile","Digital Advertising Desktop","percent","2021",52.11
"686","United Kingdom","Digital Advertising","Ad Spending Share Desktop & Mobile","Digital Advertising Desktop","percent","2022",50.561
"687","United Kingdom","Digital Advertising","Ad Spending Share Desktop & Mobile","Digital Advertising Desktop","percent","2023",48.88
"688","United Kingdom","Digital Advertising","Ad Spending Share Desktop & Mobile","Digital Advertising Desktop","percent","2024",47.38
"689","United Kingdom","Digital Advertising","Ad Spending Share Desktop & Mobile","Digital Advertising Desktop","percent","2025",45.581
"690","United Kingdom","Digital Advertising","Ad Spending Share Desktop & Mobile","Digital Advertising Desktop","percent","2026",44.634
"691","United Kingdom","Digital Advertising","Ad Spending Share Desktop & Mobile","Digital Advertising Mobile","percent","2017",37.14
"692","United Kingdom","Digital Advertising","Ad Spending Share Desktop & Mobile","Digital Advertising Mobile","percent","2018",40.77
"693","United Kingdom","Digital Advertising","Ad Spending Share Desktop & Mobile","Digital Advertising Mobile","percent","2019",43.652
"694","United Kingdom","Digital Advertising","Ad Spending Share Desktop & Mobile","Digital Advertising Mobile","percent","2020",46.303
"695","United Kingdom","Digital Advertising","Ad Spending Share Desktop & Mobile","Digital Advertising Mobile","percent","2021",47.89
"696","United Kingdom","Digital Advertising","Ad Spending Share Desktop & Mobile","Digital Advertising Mobile","percent","2022",49.439
"697","United Kingdom","Digital Advertising","Ad Spending Share Desktop & Mobile","Digital Advertising Mobile","percent","2023",51.12
"698","United Kingdom","Digital Advertising","Ad Spending Share Desktop & Mobile","Digital Advertising Mobile","percent","2024",52.62
"699","United Kingdom","Digital Advertising","Ad Spending Share Desktop & Mobile","Digital Advertising Mobile","percent","2025",54.419
"700","United Kingdom","Digital Advertising","Ad Spending Share Desktop & Mobile","Digital Advertising Mobile","percent","2026",55.366
"701","United Kingdom","Digital Advertising","Ad Spending Growth Desktop & Mobile","Digital Advertising Desktop","percent","2017",NA
